23.549000	23.549000	B
23.565000	23.565000	B
24.051000	24.051000	B
24.127000	24.127000	B
24.189000	24.189000	B
24.605000	24.605000	B
24.621000	24.621000	B
24.642000	24.642000	B
25.143000	25.143000	B
25.206000	25.206000	B
25.216000	25.216000	B
25.234000	25.234000	B
25.786000	25.786000	B
25.802000	25.802000	B
25.822000	25.822000	B
25.843000	25.843000	B
26.240000	26.240000	B
26.262000	26.262000	B
26.295000	26.295000	B
28.422000	28.422000	B
28.475000	28.475000	B
28.855000	28.855000	B
28.860000	28.860000	B
28.884000	28.884000	B
28.895000	28.895000	B
28.915000	28.915000	B
29.247000	29.247000	B
29.295000	29.295000	B
30.593000	30.593000	B
30.670000	30.670000	B
30.811000	30.811000	B
32.778000	32.778000	B
32.795000	32.795000	B
32.952000	32.952000	B
32.968000	32.968000	B
33.200000	33.200000	B
33.248000	33.248000	B
33.318000	33.318000	B
33.624000	33.624000	B
33.655000	33.655000	B
34.962000	34.962000	B
34.979000	34.979000	B
35.039000	35.039000	B
35.116000	35.116000	B
37.136000	37.136000	B
37.150000	37.150000	B
37.168000	37.168000	B
37.202000	37.202000	B
37.233000	37.233000	B
37.568000	37.568000	B
37.612000	37.612000	B
37.628000	37.628000	B
37.688000	37.688000	B
37.707000	37.707000	B
37.977000	37.977000	B
38.035000	38.035000	B
39.338000	39.338000	B
39.403000	39.403000	B
39.456000	39.456000	B
39.479000	39.479000	B
40.141000	40.141000	B
40.148000	40.148000	B
40.218000	40.218000	B
41.240000	41.240000	B
41.260000	41.260000	B
41.324000	41.324000	B
41.427000	41.427000	B
41.775000	41.775000	B
41.838000	41.838000	B
41.931000	41.931000	B
41.952000	41.952000	B
41.973000	41.973000	B
41.998000	41.998000	B
42.020000	42.020000	B
42.613000	42.613000	B
42.670000	42.670000	B
42.729000	42.729000	B
42.751000	42.751000	B
42.772000	42.772000	B
42.792000	42.792000	B
42.815000	42.815000	B
43.008000	43.008000	B
43.024000	43.024000	B
43.068000	43.068000	B
43.099000	43.099000	B
43.489000	43.489000	B
43.752000	43.752000	B
52.493000	52.493000	B
52.988000	52.988000	B
53.533000	53.533000	B
54.077000	54.077000	B
54.149000	54.149000	B
54.604000	54.604000	B
54.624000	54.624000	B
54.689000	54.689000	B
55.157000	55.157000	B
55.697000	55.697000	B
55.782000	55.782000	B
55.825000	55.825000	B
56.238000	56.238000	B
56.315000	56.315000	B
56.322000	56.322000	B
56.343000	56.343000	B
56.795000	56.795000	B
56.841000	56.841000	B
57.402000	57.402000	B
57.897000	57.897000	B
58.442000	58.442000	B
58.978000	58.978000	B
59.022000	59.022000	B
59.032000	59.032000	B
59.074000	59.074000	B
59.601000	59.601000	B
60.167000	60.167000	B
60.210000	60.210000	B
61.237000	61.237000	B
61.783000	61.783000	B
62.843000	62.843000	B
62.891000	62.891000	B
63.419000	63.419000	B
63.944000	63.944000	B
65.074000	65.074000	B
65.094000	65.094000	B
65.601000	65.601000	B
66.131000	66.131000	B
66.711000	66.711000	B
67.237000	67.237000	B
70.447000	70.447000	B
70.489000	70.489000	B
70.958000	70.958000	B
70.978000	70.978000	B
71.055000	71.055000	B
72.187000	72.187000	B
72.622000	72.622000	B
72.706000	72.706000	B
73.169000	73.169000	B
74.231000	74.231000	B
74.241000	74.241000	B
74.259000	74.259000	B
74.310000	74.310000	B
74.798000	74.798000	B
74.841000	74.841000	B
75.352000	75.352000	B
75.933000	75.933000	B
76.477000	76.477000	B
76.488000	76.488000	B
76.957000	76.957000	B
76.977000	76.977000	B
77.034000	77.034000	B
77.071000	77.071000	B
77.624000	77.624000	B
77.639000	77.639000	B
77.660000	77.660000	B
77.681000	77.681000	B
78.078000	78.078000	B
78.113000	78.113000	B
87.317000	87.317000	B
87.340000	87.340000	B
87.416000	87.416000	B
88.708000	88.708000	B
88.727000	88.727000	B
88.781000	88.781000	B
89.509000	89.509000	B
89.524000	89.524000	B
90.876000	90.876000	B
90.930000	90.930000	B
91.068000	91.068000	B
91.090000	91.090000	B
91.693000	91.693000	B
91.714000	91.714000	B
91.732000	91.732000	B
91.747000	91.747000	B
93.129000	93.129000	B
93.185000	93.185000	B
93.205000	93.205000	B
93.290000	93.290000	B
93.859000	93.859000	B
93.876000	93.876000	B
93.896000	93.896000	B
94.072000	94.072000	B
94.086000	94.086000	B
94.276000	94.276000	B
94.294000	94.294000	B
94.312000	94.312000	B
94.380000	94.380000	B
94.482000	94.482000	B
94.497000	94.497000	B
94.513000	94.513000	B
94.529000	94.529000	B
94.581000	94.581000	B
94.769000	94.769000	B
94.787000	94.787000	B
94.805000	94.805000	B
94.822000	94.822000	B
94.840000	94.840000	B
94.857000	94.857000	B
94.874000	94.874000	B
94.890000	94.890000	B
95.254000	95.254000	B
95.274000	95.274000	B
95.309000	95.309000	B
95.321000	95.321000	B
95.388000	95.388000	B
95.457000	95.457000	B
95.472000	95.472000	B
95.546000	95.546000	B
95.561000	95.561000	B
95.577000	95.577000	B
96.026000	96.026000	B
109.708000	109.708000	B
109.718000	109.718000	B
109.764000	109.764000	B
110.875000	110.875000	B
110.891000	110.891000	B
111.421000	111.421000	B
111.525000	111.525000	B
111.947000	111.947000	B
113.025000	113.025000	B
113.584000	113.584000	B
114.130000	114.130000	B
114.677000	114.677000	B
115.205000	115.205000	B
117.418000	117.418000	B
117.988000	117.988000	B
119.588000	119.588000	B
119.599000	119.599000	B
120.618000	120.618000	B
120.676000	120.676000	B
121.766000	121.766000	B
122.313000	122.313000	B
122.846000	122.846000	B
122.854000	122.854000	B
123.404000	123.404000	B
123.955000	123.955000	B
123.966000	123.966000	B
125.527000	125.527000	B
125.584000	125.584000	B
125.600000	125.600000	B
126.151000	126.151000	B
126.616000	126.616000	B
126.674000	126.674000	B
127.226000	127.226000	B
127.237000	127.237000	B
127.711000	127.711000	B
127.718000	127.718000	B
127.765000	127.765000	B
128.316000	128.316000	B
128.781000	128.781000	B
128.800000	128.800000	B
128.855000	128.855000	B
129.949000	129.949000	B
130.510000	130.510000	B
130.529000	130.529000	B
130.551000	130.551000	B
130.571000	130.571000	B
130.595000	130.595000	B
130.972000	130.972000	B
130.979000	130.979000	B
131.023000	131.023000	B
131.538000	131.538000	B
132.131000	132.131000	B
132.618000	132.618000	B
132.663000	132.663000	B
132.673000	132.673000	B
133.139000	133.139000	B
133.173000	133.173000	B
133.688000	133.688000	B
133.769000	133.769000	B
133.783000	133.783000	B
134.253000	134.253000	B
134.312000	134.312000	B
135.318000	135.318000	B
135.345000	135.345000	B
135.391000	135.391000	B
135.403000	135.403000	B
135.464000	135.464000	B
135.487000	135.487000	B
135.952000	135.952000	B
135.965000	135.965000	B
136.438000	136.438000	B
136.446000	136.446000	B
136.493000	136.493000	B
136.510000	136.510000	B
137.029000	137.029000	B
137.528000	137.528000	B
137.586000	137.586000	B
138.119000	138.119000	B
138.630000	138.630000	B
138.677000	138.677000	B
139.222000	139.222000	B
139.769000	139.769000	B
139.803000	139.803000	B
140.803000	140.803000	B
140.810000	140.810000	B
140.858000	140.858000	B
141.405000	141.405000	B
141.441000	141.441000	B
