15.766000	15.766000	B
15.772000	15.772000	B
15.819000	15.819000	B
15.837000	15.837000	B
15.855000	15.855000	B
16.249000	16.249000	B
16.316000	16.316000	B
16.727000	16.727000	B
16.791000	16.791000	B
16.809000	16.809000	B
17.202000	17.202000	B
17.251000	17.251000	B
17.266000	17.266000	B
17.284000	17.284000	B
17.679000	17.679000	B
17.726000	17.726000	B
17.741000	17.741000	B
17.783000	17.783000	B
18.154000	18.154000	B
18.202000	18.202000	B
18.219000	18.219000	B
18.237000	18.237000	B
18.631000	18.631000	B
18.681000	18.681000	B
18.696000	18.696000	B
18.715000	18.715000	B
19.106000	19.106000	B
19.154000	19.154000	B
19.170000	19.170000	B
19.190000	19.190000	B
19.583000	19.583000	B
19.633000	19.633000	B
19.646000	19.646000	B
20.059000	20.059000	B
20.108000	20.108000	B
20.123000	20.123000	B
20.536000	20.536000	B
20.583000	20.583000	B
20.599000	20.599000	B
20.619000	20.619000	B
21.012000	21.012000	B
21.058000	21.058000	B
21.075000	21.075000	B
21.094000	21.094000	B
21.488000	21.488000	B
21.536000	21.536000	B
21.552000	21.552000	B
21.570000	21.570000	B
21.592000	21.592000	B
21.965000	21.965000	B
22.029000	22.029000	B
22.048000	22.048000	B
22.441000	22.441000	B
22.506000	22.506000	B
22.524000	22.524000	B
22.916000	22.916000	B
22.964000	22.964000	B
22.980000	22.980000	B
22.999000	22.999000	B
23.393000	23.393000	B
23.441000	23.441000	B
23.457000	23.457000	B
23.498000	23.498000	B
23.869000	23.869000	B
23.934000	23.934000	B
24.344000	24.344000	B
24.395000	24.395000	B
24.409000	24.409000	B
24.431000	24.431000	B
24.815000	24.815000	B
24.867000	24.867000	B
24.884000	24.884000	B
24.904000	24.904000	B
25.296000	25.296000	B
25.311000	25.311000	B
25.344000	25.344000	B
25.767000	25.767000	B
25.821000	25.821000	B
25.837000	25.837000	B
25.857000	25.857000	B
26.250000	26.250000	B
26.298000	26.298000	B
26.314000	26.314000	B
26.334000	26.334000	B
26.726000	26.726000	B
26.773000	26.773000	B
26.789000	26.789000	B
26.808000	26.808000	B
27.203000	27.203000	B
27.248000	27.248000	B
27.677000	27.677000	B
27.726000	27.726000	B
27.743000	27.743000	B
28.155000	28.155000	B
28.203000	28.203000	B
28.218000	28.218000	B
28.239000	28.239000	B
28.630000	28.630000	B
